id,node_ids,road_name
291,7612997505 7612997504 7612997503 7612997495 9855744455 7612997502 7612997501 7612997500 9855744458 9855744480 7612997499 9855744459 7612997498 7612997497 1901092010 9857196490 9857196495 9855744460 4231284147 280740573 9855744461 4231284143 280740571 1901092061 4231284137 2029290212 9855744466 9855744462 9855744465 9855744463 9855744464 1901092019 9855744467 280740556 6881639834 280740548 1901092055 280740546 4231284133 280740544 280740542 10313105009 268210762,Munirka Marg
292,60890393 6110396117 280740694 10261766598 10261766596 6110396131 1867171627,
293,1867171627 280740678,
294,280740678 280740682,
295,280740689 280740702 12904978952 6538681272 1867171602,
296,1867171602 316376859,
297,2645768356 345265006,Govind Lal Sikka Marg
298,345265006 12675579066,Govind Lal Sikka Marg
299,2009111920 2009111924 2009111929 5722999588 58056527 10747559563 10747559509 9871977548 301037378 9186363904 5722999593 6436645852 9871960410 5722999591 58056528,Nelson Mandela Marg
300,282138885 5358882607 1377836590 1377836543 1377836573 4231823425 4231823424 7150717321 1377836621 1377836631 4231823401 4231823393 4231823390 4231823283 4231823263 10255461587 4231823255 7187176358 5464573098 5351633772,Amar Shahid Babu Genu Marg
301,6072850782 2852623933 2852623931 271373851 2852623926 271373850 2852623924 271373849 2852623921,Delhi-Gurugram Expressway
302,282281943 2008570101,Delhi-Gurugram Expressway
303,291542972 938524722,Jawaharlal Nehru Marg
304,938524722 9870263801,Jawaharlal Nehru Marg
305,9870263801 291542970 9048226056 1753807101 291542969 291542968 938523016,Jawaharlal Nehru Marg
306,938523016 9052026103 838495971,Jawaharlal Nehru Marg
307,838495971 9052026107,Jawaharlal Nehru Marg
308,266441725 3742396926 291685731 1486851749,Baba Shrichand Marg
309,1486851749 291685736 939328796 6639708252 1486857012 11618160724 1486857000 939328575 9855397527 11618176551 1486850125,Baba Shrichand Marg
310,9849283681 9852259046 6646530214 9849283627 4217073512 9852196065 9849283628 6645578242 939328676 9849283629 9849283682 5975248637 939328767 2975859170 939328821 9849283683 7437030844 7437030838 939328671 7132798975,Kalka Das Marg
311,5442384754 7132811179 355435974 5442384758 939328551 4217197287 1999040288 2149473491 5735710998,Mehrauli Badarpur Road
312,5735710998 292460302,Mehrauli Badarpur Road
313,292460302 6378786248,Mehrauli Badarpur Road
314,448443953 2713746375 6435298827 910451374 910450979 292443483 292443474 4235202179 448443956 292460611,
315,1999040284 5563485718 292460293 5563485716 292460291 5563485715 5563485717 5563485714 1999040280 5563485713 1999040278,
316,292460414 292460505,
317,292460505 292460448 292460445 292460446 292460439 292460510 292460442 292460434 292460436 292460470 292460476 292460461 11024181231 292460465,
318,6657447355 6657447354 6657447353 6657447356 301037179 6657447351 308887832 6657447350 9852864657 6657447349 9852864660 3742305714 943830836 3742305383 11540517070 301037178 11545419487 6657447347,Rajaji Marg
319,11540517076 301037181,
320,301037181 308884181 6657447335,
321,6657447335 621248499 301037183,
322,301037183 621248500 6657447293,
323,6657447293 433484634 621248501 433484631 6657443548,
324,6657443548 621248502 6657443545 6657443547,
325,6657443547 301037184 6657447375,
326,6657447375 6657447346 6657447347,
327,6657447347 11545419485 308885894 11545419486,
328,11545419486 11540517075 301037185,
329,301037185 433484633 11540517076,
330,301037187 5483954623 621248506 5483954624 433484628 5483954625 433484626 5483954626 621248507 6657447355,
331,6657447355 5483954510 6657447352 5483954511,
332,5483954511 301037191 5483954512 433484630 5483954513 621248503 5483954514 301037190 5483954515,
333,280740936 301037203 12240633474 12240633473 12240633472 301037215 301037214,
334,560224225 301037381 4233301598 9868272439 7013347090 301037380 5722999589 2009111927 2009111922 6439128387 2009111918 11012067915 3190842442 6991559982,Nelson Mandela Marg
335,6991559982 6991559980,Nelson Mandela Marg
336,1863525628 855723802 855723566 855724083 855724080 855723846 855723543 855724071,Vivek Vihar Railway Flyover
337,249791141 8320363552 4333487282,Bhairon Marg
338,4333487282 10991550170,Bhairon Marg
339,10991550170 11601587807,Bhairon Marg
340,11601587807 9865717124 11602030685 9865717123,Bhairon Marg
341,9865717123 9006449677,Bhairon Marg
342,9006449677 9006449676 12765788027,Bhairon Marg
343,12765788027 9006449675 11601894177,Bhairon Marg
344,11601894177 7093683596,Bhairon Marg
345,7093683596 1272012895 938622479 9865696215 939086531 9006423164,Bhairon Marg
346,395135138 938409526 458640642,Vivekanand Marg
347,458640642 308722766 6439021689,Vivekanand Marg
348,6439021689 9860744485 12865950987,Vivekanand Marg
349,12865950987 395135106 13087429776,Vivekanand Marg
350,13087429776 6439021698 6439021699 6439021690,Vivekanand Marg
351,6439021690 6439021700 5681321306,Vivekanand Marg
352,5681321306 12247941845 5681296961 5681296954,Vivekanand Marg
353,308723081 938409638 938409710 308723082 938409480,Jawaharlal Nehru Marg
354,7266325923 7266325922,
355,838495888 838633289,Vikas Marg
356,9052026107 4594175948 308723689 9882811079 1753807073 9882811062 1753807145 308723688,Satyagraha Marg
357,308723698 7266045729 6438917527,Sachivalaya Road
358,6438917527 838801661 6438917528 838801749 308723699 7266045725 7266045716,Sachivalaya Road
359,7266045716 7266045718 7266045723 11652019754 7266045730,Sachivalaya Road
360,7266045730 9179112423 838801676 308723701 838801724 838801813 838801712 838801771 7266045735 7266045719,Sachivalaya Road
361,7266045719 7266045734 308723702 7266045732 1863520214,Sachivalaya Road
362,291542746 9874066822 9874066823 291542745 291542985 9874066824 1588306352 1588306351 291542984 291542742 9179118827 9874066825 9874048005 291542741,Asaf Ali Road
363,9874048003 938409497 10308543178 9874048004 291542748 938409456 9052026102,Asaf Ali Road
364,3832409475 3832409501 3832409835 10538967135,
365,10538967135 3832409838,
366,308883229 308883228 6357559114 308883227 308883582,rotary no 11
367,308883582 6357559112 433484645,rotary no 11
368,433484645 308883224 3642434432 308883223,rotary no 11
369,308883223 6357559113 433484646 6680820004,rotary no 11
370,6680820004 621248492 308883222,rotary no 11
371,308883582 6342496388,Doctor A.P.J. Abdul Kalam Marg
372,308884948 5484083408 621248497 5484083409 6657443572,
373,6657443572 308884951 5484083410 308884952,
374,308884952 5484083411 621248498 5484083412 308884953 5484083413 308884954,
375,308885274 433484640 6657547758 6657547759 6657547760 6657547761 6657547762 6657547763 6657547752 6657547768 6657547764 6657547765 6657547766 6681148370,Akbar Road
376,308888616 308888617 6657551999 308888618 1754729578 308888619 308888620 1754729537 1754729476 308888621 308888622 308888624 308888625,
377,308888625 308888626 1754729490 308888627 308888628 1754729491 308888629 1754729477 308888630 308888631 1754729518 308888632 1754729553 308888633 6657552000 308888616,
378,308888625 1754729508 3745099611 1754729511 941021247 3745099612 9852811994 308888861 9852811993 3644347363 308888862,
379,3746076227 2800323622 938641772 6680295322 6680295324 11935424200 3180485448,Rajesh Pilot Marg
380,249823826 563126375 278163299 249823824 249823823,Moolchand Flyover
381,910665090 2018053722,Josip Broz Tito Marg
382,2018053722 7041308693,Josip Broz Tito Marg
383,7041308693 5120047118 5131766166 6169848597 5131766167,Josip Broz Tito Marg
384,5131766167 6342559155,Josip Broz Tito Marg
385,910549683 6064361364 6064361363 10281651235 308893830 910549692 910549710 910347023 6344480259 910347050,Archbishop Makarios Marg
386,910347050 13063860196 6203111645 910549483,Archbishop Makarios Marg
387,910549483 910549477,Archbishop Makarios Marg
388,308896309 848529986 3755388350 848530057 848530041 308896310,Udyog Marg
389,308933876 905284995,Shaheed Captain Sameer Bhan Marg
390,841778024 841777992,Narmada Marg
391,841777992 847801116 9861775263,Narmada Marg
392,562615482 280741007 309640797 6225765087 309640798 309640799,Shankar Road
393,309640799 10274813152 4304781706 2431986351 6438821572 2433295685 11235214866 9865194769 2433295690 6225764796 2431986366,Shankar Road
394,2431986366 2433295701 6649588210 10262061126 2433295708 10262061140 2433295710 10262079609 4233654718 9582132436 6438768410 9582132444 9865194763 10261822378 309640803,Shankar Road
395,309640803 6225764872,Shankar Road
396,6225764872 355435746 309640804,Shankar Road
397,2431986381 309641057 6618286625 309641058 309641059 6618286622 309641060 11809409721 345265010,Sir Ganga Ram Hospital Marg
398,12278042286 12278042285 12278042287 12278042288 12278042289,Pusa Road
399,12278042289 345265006,Pusa Road
400,345265006 309641222 345238034 345264995 309641221 12099992514 10261788009 10261762055 309641219 6884454227 10044119945,Pusa Road
401,10044119945 2397564978,Pusa Road
402,2397564978 6935777990,Pusa Road
403,6935777990 943640315,Pusa Road
404,943640315 6351694281 943640892,Pusa Road
405,943640892 941021840 943641183,Pusa Road
406,309641344 5638613731 5638613730 5638613732,Choudhary Brahm Prakash Chowk
407,5638613732 309641345 12675579065 5638613733 309641346,Choudhary Brahm Prakash Chowk
408,309641343 5638613696 309641648 345238032,Patel Road
409,345238032 309641649 6438330778 6438330775 6649047621 309641653 9542979277 6385542271 6385542270 6749367059 915246061 2637094990,Patel Road
410,309642101 5777854458 5638613751 5777854457 309642102 5777854456 309642509,Dayal chowk
411,309642509 5777854454 5638613749 5777854453 309642104,Dayal chowk
412,10598455888 11802010908 309642509,Arya Samaj Road
413,280741019 562615477 280741016 280740990 280740987 280740985 280740984 280740982 268212543,Vande Mataram Marg
414,268212543 3217361694,Vande Mataram Marg
415,3217361694 333691129 6560396389 268212541 268212540 6560390483 3624347955 12388953528 268212538 1681456906 268212537,Vande Mataram Marg
416,309858049 910451585 910451391 2905985839 2905985840 309858227,Rotary 10
417,309859083 309859084 309859085,
418,309859085 267193308 7009786330 309859086 309859087,
419,309859087 309859088,
420,621248514 3742305557 11540517133 3644533697 6645848781 356742459 6645848774 943831164 356742458 3742305553 356742457 943875579 6657447317,Mustafa Kemal Ataturk Marg
421,6657447317 356742455 356742453 356742452 943876121 356742451 356742450,Mustafa Kemal Ataturk Marg
422,356742450 6657447336,Mustafa Kemal Ataturk Marg
423,6657447336 3742305546 3742305543 7305381090,Mustafa Kemal Ataturk Marg
424,7305381090 7305381089,Mustafa Kemal Ataturk Marg
425,11792964333 11792964332,Simon Bolivar Road
426,563659586 6655403109 6655403107 6576535193 12000417015 12144692250 6655403110 6576535197 6576529247,Panchsheel Marg
427,6576529247 9794249873,Panchsheel Marg
428,9794249873 12109755964,Panchsheel Marg
429,12109755964 10302298919,Panchsheel Marg
430,10302298919 267193238,Panchsheel Marg
431,267193238 9861910938,Panchsheel Marg
432,9861910938 10302298918,Panchsheel Marg
433,10302298918 301037192,Panchsheel Marg
434,301037192 6576535199 301037193 6669134719 11744871196,Panchsheel Marg
435,6657116910 309863572 11647561829 6436186878 6436186876 309863573 947950085 11647666716 6436059333 2431986065 309863574 947950528 309863575 6593532608,
436,6593532608 267193322 947950522 947950310 947950148 11655637416 9854764049 9854764048 309863577 9854764050 11655637411 9854917360 947950582 9767027244 947950557 9854764045 947950928 947950161 9854917362 947950938 947950605 10255352599 309863580,
437,309858049 6961319380 6961388085 6961319379 910450538 6961319381 6961319375 6961319376 910451429 10254964221 10254964222 6961319377 1869899276 9889446446 6436209446 1870091717 309858048 11655126370 10254993221 4231660872 4231660843 4231660803 4231660770 4231660739 1870091714 2126360361,Africa Avenue
438,2126360361 423735551,Africa Avenue
439,423735551 316066105,Africa Avenue
440,412330879 1764096371 309865465 6436556137 309865464 9871756617 1764096332 309865463 4233041480 4233041476 412330951 4233041420 309865462 1811708533 9871777306 3739063448 6396990723 10274926094 309865461 309865460 4233127064 1811708517 4233127059 3739063447 4233127051 6396990722,Venkateshwara Marg
441,563126331 2499372779 10274784519 6643948799 355436075 10274784518 2499372786 6643948800 6643948801 6643948802 2499372789 10272432215 6435370142 2714630327,Mahatma Gandhi Marg
442,2714630327 2263000345,Mahatma Gandhi Marg
443,312102909 175610057 175610054,Mahatma Gandhi Marg
444,1764096414 175610045 10248579162 1114868944 175610044 4231887034 175610043 10248598180 3246081386 175610040 4231720574 3246081387 1763921360,Mahatma Gandhi Marg
445,1763921360 11913455940 175610039 175610038 11913455934 175610037 60890388 1867171588 315999028 280740689,Mahatma Gandhi Marg
446,563126366 316066188 4230131464 6267301328 6531381099 278163283,Mahatma Gandhi Marg
447,273278060 11840855908 271373906,
448,345576050 11840878845,Delhi-Gurugram Expressway
449,11840878845 11840878844,Delhi-Gurugram Expressway
450,11840878844 910664781 1986214518 316066020 1191282064 316066007 1986214361 1986214322 271373910 1986214303 1191282066 271373909,Delhi-Gurugram Expressway
451,11840865853 6816494851 273456807 9825310479 9825310478 345576474 316066003 345576475 345576476 278163666 1986214520 1478655813 6822400108,Delhi-Gurugram Expressway
452,11156172598 271373900 1804947483 11911549665 271373887 316065998 11843119071,Delhi-Gurugram Expressway
453,11843119071 316065996 316065995 9591463205 2008570228 11156172599,Delhi-Gurugram Expressway
454,2008570246 316065994 3742399914 316065997 273456795 4218606318 1804947485,Delhi-Gurugram Expressway
455,282003018 11911322663,Delhi-Gurugram Expressway
456,11911322663 2008570063 316065988 1997716130 2008570035,Delhi-Gurugram Expressway
457,2431985986 355435723 355435727 6404933442,Aurobindo Marg
458,314505965 12511952916 12511952917 292460387,
459,6264807174 4231827331 7253604203 292460387,
460,267193324 1764089462 910451008 910451276 910450682 910450557 309858212,Vinay Marg Underpass
461,309858910 267193324,Vinay Marg Underpass
462,309858208 2905985813 2905985834 910451136 2905985833 910450745 314505985,Vinay Marg Underpass
463,2431986044 10248639545 6961442927 6961442943 12000402765 910450920 910451079 910451216 309859083,Vinay Marg
464,314505985 314505986,Vinay Marg Underpass
465,5464573075 1764096373 309865005 1764096385 5744172167,Africa Avenue
466,5744172167 1764096388,Africa Avenue
467,1764096388 1764096361 10274926092 5744172171 10274926090 3739063453 10274926088 10274926085 1024901353 1811708527,Africa Avenue
468,267196328 314505996 6688997578 314506005 6643020577,Akbar Road
469,6643020577 314505997 561182869 314505998 314506006,Akbar Road
470,277419824 9792383706 9792383697 9792383698 9792383699 9792407221,
471,9792407221 412331452,
472,280740684 1764159488 60890392 1116447987 1869899252 316066097 316066098 11913455939 315999029 6435826503 316066100 1114879055 1116438513 316066101 563162045 6627493370 1114956857 1764096333 12526214878 423735555,Mahatma Gandhi Marg
